***********************************************************************
*                                                                     *
*            CEPEL - CENTRO DE PESQUISAS DE ENERGIA ELETRICA          *
*  MODELO DESSEM     - VERSAO 19.0.14.1.3 - Marco de 2021 (CPLEX) (ACADEMICA)        *
*                                                                     *
***********************************************************************


   PROGRAMA LICENCIADO PARA CEMEAI                                                                                                                                                


____________________________________________________________________

  te  caso exemplo - sistema reduzido                                            - Data do Caso: 06/01/2017                                                       
____________________________________________________________________


 DESVIOS DO MODELO DA FUNCAO DE PRODUCAO PARA S > 0
 ---------------------------------------------

                GH(FPEA) - GH(FPE)
      DESVIO =  ------------------
                     GH(FPE)

 ---------------------------------------------

USINA: ; 006 ; FURNAS       ;

-----;--------------;--------;---------;----------------------------------------------------------------------------------------------------
     ;              ; VARM   ; QTUR    ; VERT 1  ; VERT 2  ; VERT 3  ; VERT 4  ; VERT 5  ; VERT 6  ; VERT 7  ; VERT 8  ; VERT 9  ; VERT10  ;
-----;--------------;--------;---------;---------;---------;---------;---------;---------;---------;---------;---------;---------;---------;
USIH ;    USINA     ;  (%)   ;  (m3/s) ;     0.0 ;   706.9 ;  1413.7 ;  2120.6 ;  2827.4 ;  5654.8 ; 11309.7 ; 22619.4 ; 45238.7 ; 90477.4 ;
-----;--------------;--------;---------;---------;---------;---------;---------;---------;---------;---------;---------;---------;---------;
   6 ; FURNAS       ;    5.0 ;    32.2 ;   -24.7 ;   -51.8 ;   -83.4 ;  -115.4 ;  -147.8 ;  -282.8 ;  -717.6 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;    48.3 ;   -16.6 ;   -34.7 ;   -55.5 ;   -76.7 ;   -98.1 ;  -187.0 ;  -464.5 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;    64.5 ;   -12.6 ;   -26.1 ;   -41.6 ;   -57.3 ;   -73.2 ;  -139.0 ;  -337.8 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;    80.6 ;   -10.2 ;   -20.9 ;   -33.2 ;   -45.7 ;   -58.3 ;  -110.3 ;  -261.7 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;    96.7 ;    -8.5 ;   -17.5 ;   -27.6 ;   -37.9 ;   -48.3 ;   -91.1 ;  -210.8 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;   112.8 ;    -7.4 ;   -15.0 ;   -23.6 ;   -32.4 ;   -41.2 ;   -77.4 ;  -174.4 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;   128.9 ;    -6.5 ;   -13.2 ;   -20.6 ;   -28.2 ;   -35.9 ;   -67.1 ;  -147.0 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;   145.0 ;    -5.8 ;   -11.7 ;   -18.3 ;   -25.0 ;   -31.7 ;   -59.0 ;  -125.7 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;   161.1 ;    -5.3 ;   -10.6 ;   -16.4 ;   -22.4 ;   -28.4 ;   -52.6 ;  -108.5 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;   177.3 ;    -4.8 ;    -9.6 ;   -14.9 ;   -20.2 ;   -25.7 ;   -47.4 ;   -94.4 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;   193.4 ;    -4.4 ;    -8.8 ;   -13.6 ;   -18.5 ;   -23.4 ;   -43.0 ;   -82.7 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;   209.5 ;    -4.1 ;    -8.1 ;   -12.5 ;   -17.0 ;   -21.5 ;   -39.2 ;   -72.6 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;   225.6 ;    -3.8 ;    -7.6 ;   -11.6 ;   -15.7 ;   -19.8 ;   -36.1 ;   -64.0 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;   241.7 ;    -3.6 ;    -7.1 ;   -10.8 ;   -14.6 ;   -18.4 ;   -33.3 ;   -56.5 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;   257.8 ;    -3.4 ;    -6.6 ;   -10.0 ;   -13.6 ;   -17.1 ;   -30.9 ;   -49.9 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;   273.9 ;    -3.2 ;    -6.2 ;    -9.4 ;   -12.7 ;   -16.0 ;   -28.7 ;   -44.0 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;   290.1 ;    -3.1 ;    -5.9 ;    -8.9 ;   -11.9 ;   -15.0 ;   -26.8 ;   -38.7 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;   306.2 ;    -2.9 ;    -5.6 ;    -8.4 ;   -11.2 ;   -14.2 ;   -25.1 ;   -34.0 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;   322.3 ;    -2.8 ;    -5.3 ;    -7.9 ;   -10.6 ;   -13.4 ;   -23.5 ;   -29.7 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;   338.4 ;    -2.7 ;    -5.0 ;    -7.5 ;   -10.1 ;   -12.6 ;   -22.1 ;   -25.8 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;   354.5 ;    -2.6 ;    -4.8 ;    -7.1 ;    -9.5 ;   -12.0 ;   -20.8 ;   -22.2 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;   370.6 ;    -2.5 ;    -4.6 ;    -6.8 ;    -9.1 ;   -11.4 ;   -19.7 ;   -18.9 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;   386.7 ;    -2.4 ;    -4.4 ;    -6.5 ;    -8.6 ;   -10.8 ;   -18.6 ;   -15.8 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;   402.9 ;    -2.3 ;    -4.2 ;    -6.2 ;    -8.2 ;   -10.3 ;   -17.6 ;   -13.0 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;   419.0 ;    -2.2 ;    -4.0 ;    -5.9 ;    -7.9 ;    -9.8 ;   -16.7 ;   -10.3 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;   435.1 ;    -2.2 ;    -3.8 ;    -5.6 ;    -7.5 ;    -9.4 ;   -15.8 ;    -7.8 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;   451.2 ;    -2.1 ;    -3.7 ;    -5.4 ;    -7.2 ;    -9.0 ;   -15.0 ;    -5.5 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;   467.3 ;    -2.0 ;    -3.5 ;    -5.2 ;    -6.9 ;    -8.6 ;   -14.3 ;    -3.3 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;   483.4 ;    -2.0 ;    -3.4 ;    -5.0 ;    -6.6 ;    -8.3 ;   -13.6 ;    -1.2 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;   499.5 ;    -1.9 ;    -3.3 ;    -4.8 ;    -6.4 ;    -7.9 ;   -12.9 ;     0.8 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;   515.7 ;    -1.9 ;    -3.2 ;    -4.6 ;    -6.1 ;    -7.6 ;   -12.3 ;     2.6 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;   531.8 ;    -1.8 ;    -3.1 ;    -4.4 ;    -5.9 ;    -7.3 ;   -11.7 ;     4.4 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;   547.9 ;    -1.7 ;    -3.0 ;    -4.3 ;    -5.7 ;    -7.0 ;   -11.2 ;     6.1 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;   564.0 ;    -1.7 ;    -2.9 ;    -4.1 ;    -5.5 ;    -6.8 ;   -10.7 ;     7.7 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;   580.1 ;    -1.7 ;    -2.8 ;    -4.0 ;    -5.3 ;    -6.5 ;   -10.2 ;     9.3 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;   596.2 ;    -1.6 ;    -2.7 ;    -3.8 ;    -5.1 ;    -6.3 ;    -9.7 ;    10.8 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;   612.3 ;    -1.6 ;    -2.6 ;    -3.7 ;    -4.9 ;    -6.1 ;    -9.3 ;    12.2 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;   628.5 ;    -1.5 ;    -2.5 ;    -3.6 ;    -4.7 ;    -5.8 ;    -8.8 ;    13.6 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;   644.6 ;    -1.5 ;    -2.4 ;    -3.5 ;    -4.6 ;    -5.6 ;    -8.4 ;    14.9 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;   660.7 ;    -1.4 ;    -2.3 ;    -3.4 ;    -4.4 ;    -5.4 ;    -8.0 ;    16.2 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;   676.8 ;    -1.4 ;    -2.3 ;    -3.2 ;    -4.3 ;    -5.3 ;    -7.7 ;    17.4 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;   692.9 ;    -1.4 ;    -2.2 ;    -3.1 ;    -4.1 ;    -5.1 ;    -7.3 ;    18.6 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;   709.0 ;    -1.3 ;    -2.1 ;    -3.0 ;    -4.0 ;    -4.9 ;    -7.0 ;    19.8 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;   725.1 ;    -1.3 ;    -2.1 ;    -2.9 ;    -3.9 ;    -4.7 ;    -6.6 ;    20.9 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;   741.3 ;    -1.3 ;    -2.0 ;    -2.9 ;    -3.7 ;    -4.6 ;    -6.3 ;    22.1 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;   757.4 ;    -1.2 ;    -1.9 ;    -2.8 ;    -3.6 ;    -4.4 ;    -6.0 ;    23.1 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;   773.5 ;    -1.2 ;    -1.9 ;    -2.7 ;    -3.5 ;    -4.3 ;    -5.7 ;    24.2 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;   789.6 ;    -1.2 ;    -1.8 ;    -2.6 ;    -3.4 ;    -4.1 ;    -5.4 ;    25.2 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;   805.7 ;    -1.1 ;    -1.8 ;    -2.5 ;    -3.3 ;    -4.0 ;    -5.1 ;    26.2 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;   821.8 ;    -1.1 ;    -1.7 ;    -2.4 ;    -3.2 ;    -3.9 ;    -4.9 ;    27.2 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;   837.9 ;    -1.1 ;    -1.7 ;    -2.4 ;    -3.1 ;    -3.7 ;    -4.6 ;    28.2 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;   854.1 ;    -1.0 ;    -1.6 ;    -2.3 ;    -3.0 ;    -3.6 ;    -4.4 ;    29.1 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;   870.2 ;    -1.0 ;    -1.6 ;    -2.2 ;    -2.9 ;    -3.5 ;    -4.1 ;    30.1 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;   886.3 ;    -1.0 ;    -1.5 ;    -2.1 ;    -2.8 ;    -3.4 ;    -3.9 ;    31.0 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;   902.4 ;    -0.9 ;    -1.5 ;    -2.1 ;    -2.7 ;    -3.3 ;    -3.6 ;    31.9 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;   918.5 ;    -0.9 ;    -1.4 ;    -2.0 ;    -2.6 ;    -3.2 ;    -3.4 ;    32.8 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;   934.6 ;    -0.9 ;    -1.4 ;    -2.0 ;    -2.5 ;    -3.1 ;    -3.2 ;    33.6 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;   950.7 ;    -0.9 ;    -1.3 ;    -1.9 ;    -2.5 ;    -3.0 ;    -3.0 ;    34.5 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;   966.9 ;    -0.8 ;    -1.3 ;    -1.8 ;    -2.4 ;    -2.9 ;    -2.8 ;    35.3 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;   983.0 ;    -0.8 ;    -1.3 ;    -1.8 ;    -2.3 ;    -2.8 ;    -2.6 ;    36.2 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;   999.1 ;    -0.8 ;    -1.2 ;    -1.7 ;    -2.2 ;    -2.7 ;    -2.4 ;    37.0 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;  1015.2 ;    -0.8 ;    -1.2 ;    -1.7 ;    -2.1 ;    -2.6 ;    -2.2 ;    37.8 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;  1031.3 ;    -0.7 ;    -1.1 ;    -1.6 ;    -2.1 ;    -2.5 ;    -2.0 ;    38.6 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;  1047.4 ;    -0.7 ;    -1.1 ;    -1.6 ;    -2.0 ;    -2.4 ;    -1.8 ;    39.5 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;  1063.5 ;    -0.7 ;    -1.1 ;    -1.5 ;    -1.9 ;    -2.3 ;    -1.6 ;    40.3 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;  1079.7 ;    -0.7 ;    -1.0 ;    -1.5 ;    -1.9 ;    -2.2 ;    -1.5 ;    41.0 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;  1095.8 ;    -0.6 ;    -1.0 ;    -1.4 ;    -1.8 ;    -2.1 ;    -1.3 ;    41.8 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;  1111.9 ;    -0.6 ;    -1.0 ;    -1.4 ;    -1.7 ;    -2.1 ;    -1.1 ;    42.6 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;  1128.0 ;    -0.6 ;    -0.9 ;    -1.3 ;    -1.7 ;    -2.0 ;    -1.0 ;    43.4 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;  1144.1 ;    -0.6 ;    -0.9 ;    -1.3 ;    -1.6 ;    -1.9 ;    -0.8 ;    44.1 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;  1160.2 ;    -0.5 ;    -0.9 ;    -1.2 ;    -1.6 ;    -1.8 ;    -0.6 ;    44.9 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;  1176.3 ;    -0.5 ;    -0.8 ;    -1.2 ;    -1.5 ;    -1.8 ;    -0.5 ;    45.7 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;  1192.5 ;    -0.5 ;    -0.8 ;    -1.1 ;    -1.5 ;    -1.7 ;    -0.3 ;    46.4 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;  1208.6 ;    -0.5 ;    -0.8 ;    -1.1 ;    -1.4 ;    -1.6 ;    -0.2 ;    47.2 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;  1224.7 ;    -0.5 ;    -0.7 ;    -1.0 ;    -1.3 ;    -1.5 ;    -0.0 ;    47.9 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;  1240.8 ;    -0.4 ;    -0.7 ;    -1.0 ;    -1.3 ;    -1.5 ;     0.1 ;    48.7 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;  1256.9 ;    -0.4 ;    -0.7 ;    -1.0 ;    -1.2 ;    -1.4 ;     0.3 ;    49.4 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;  1273.0 ;    -0.4 ;    -0.6 ;    -0.9 ;    -1.2 ;    -1.3 ;     0.4 ;    50.2 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;  1289.1 ;    -0.4 ;    -0.6 ;    -0.9 ;    -1.1 ;    -1.3 ;     0.6 ;    50.9 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;  1305.3 ;    -0.4 ;    -0.6 ;    -0.9 ;    -1.1 ;    -1.2 ;     0.7 ;    51.6 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;  1321.4 ;    -0.3 ;    -0.6 ;    -0.8 ;    -1.0 ;    -1.2 ;     0.8 ;    52.4 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;  1337.5 ;    -0.3 ;    -0.5 ;    -0.8 ;    -1.0 ;    -1.1 ;     1.0 ;    53.1 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;  1353.6 ;    -0.3 ;    -0.5 ;    -0.7 ;    -0.9 ;    -1.0 ;     1.1 ;    53.9 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;  1369.7 ;    -0.3 ;    -0.5 ;    -0.7 ;    -0.9 ;    -1.0 ;     1.2 ;    54.6 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;  1385.8 ;    -0.3 ;    -0.5 ;    -0.7 ;    -0.8 ;    -0.9 ;     1.4 ;    55.3 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;  1401.9 ;    -0.2 ;    -0.4 ;    -0.6 ;    -0.8 ;    -0.9 ;     1.5 ;    56.1 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;  1418.1 ;    -0.2 ;    -0.4 ;    -0.6 ;    -0.8 ;    -0.8 ;     1.6 ;    56.8 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;  1434.2 ;    -0.2 ;    -0.4 ;    -0.6 ;    -0.7 ;    -0.7 ;     1.8 ;    57.5 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;  1450.3 ;    -0.2 ;    -0.3 ;    -0.5 ;    -0.7 ;    -0.7 ;     1.9 ;    58.3 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;  1466.4 ;    -0.2 ;    -0.3 ;    -0.5 ;    -0.6 ;    -0.6 ;     2.0 ;    59.0 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;  1482.5 ;    -0.2 ;    -0.3 ;    -0.5 ;    -0.6 ;    -0.6 ;     2.1 ;    59.8 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;  1498.6 ;    -0.1 ;    -0.3 ;    -0.4 ;    -0.5 ;    -0.5 ;     2.2 ;    60.5 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;  1514.7 ;    -0.1 ;    -0.3 ;    -0.4 ;    -0.5 ;    -0.5 ;     2.4 ;    61.2 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;  1530.9 ;    -0.1 ;    -0.2 ;    -0.4 ;    -0.5 ;    -0.4 ;     2.5 ;    62.0 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;  1547.0 ;    -0.1 ;    -0.2 ;    -0.3 ;    -0.4 ;    -0.4 ;     2.6 ;    62.7 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;  1563.1 ;    -0.1 ;    -0.2 ;    -0.3 ;    -0.4 ;    -0.3 ;     2.7 ;    63.5 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;  1579.2 ;    -0.1 ;    -0.2 ;    -0.3 ;    -0.3 ;    -0.3 ;     2.8 ;    64.2 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;  1595.3 ;    -0.0 ;    -0.1 ;    -0.2 ;    -0.3 ;    -0.2 ;     3.0 ;    65.0 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;  1611.4 ;    -0.0 ;    -0.1 ;    -0.2 ;    -0.3 ;    -0.2 ;     3.1 ;    65.8 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;  1627.5 ;     0.0 ;    -0.1 ;    -0.2 ;    -0.2 ;    -0.1 ;     3.2 ;    66.5 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;  1643.7 ;     0.0 ;    -0.1 ;    -0.2 ;    -0.2 ;    -0.1 ;     3.3 ;    67.3 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;  1659.8 ;     0.0 ;    -0.0 ;    -0.1 ;    -0.1 ;    -0.0 ;     3.4 ;    68.0 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;  1675.9 ;     0.1 ;    -0.0 ;    -0.1 ;    -0.1 ;     0.0 ;     3.5 ;    68.8 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;    5.0 ;  1692.0 ;     0.1 ;    -0.0 ;    -0.1 ;    -0.1 ;     0.1 ;     3.6 ;    69.6 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;   10.0 ;     0.0 ;     0.0 ;   100.0 ;   100.0 ;   100.0 ;   100.0 ;   100.0 ;   100.0 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;   10.0 ;    16.1 ;     0.0 ;    -4.4 ;   -19.5 ;   -54.5 ;  -117.6 ;  -380.2 ; -1195.2 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;   10.0 ;    32.2 ;     0.1 ;    -2.3 ;    -9.9 ;   -27.7 ;   -59.0 ;  -188.7 ;  -578.5 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;   10.0 ;    48.3 ;     0.1 ;    -1.5 ;    -6.7 ;   -18.8 ;   -39.5 ;  -124.8 ;  -372.7 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;   10.0 ;    64.5 ;     0.1 ;    -1.1 ;    -5.1 ;   -14.3 ;   -29.7 ;   -92.9 ;  -269.7 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;   10.0 ;    80.6 ;     0.1 ;    -0.9 ;    -4.1 ;   -11.6 ;   -23.8 ;   -73.7 ;  -207.8 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;   10.0 ;    96.7 ;     0.1 ;    -0.8 ;    -3.4 ;    -9.8 ;   -19.9 ;   -60.9 ;  -166.4 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;   10.0 ;   112.8 ;     0.2 ;    -0.6 ;    -2.9 ;    -8.5 ;   -17.1 ;   -51.8 ;  -136.8 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;   10.0 ;   128.9 ;     0.2 ;    -0.6 ;    -2.6 ;    -7.6 ;   -15.0 ;   -44.9 ;  -114.5 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;   10.0 ;   145.0 ;     0.2 ;    -0.5 ;    -2.3 ;    -6.8 ;   -13.4 ;   -39.5 ;   -97.1 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;   10.0 ;   161.1 ;     0.2 ;    -0.4 ;    -2.1 ;    -6.2 ;   -12.1 ;   -35.3 ;   -83.1 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;   10.0 ;   177.3 ;     0.2 ;    -0.4 ;    -1.9 ;    -5.7 ;   -11.0 ;   -31.7 ;   -71.7 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;   10.0 ;   193.4 ;     0.2 ;    -0.3 ;    -1.7 ;    -5.3 ;   -10.1 ;   -28.8 ;   -62.0 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;   10.0 ;   209.5 ;     0.2 ;    -0.3 ;    -1.6 ;    -4.9 ;    -9.3 ;   -26.3 ;   -53.9 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;   10.0 ;   225.6 ;     0.1 ;    -0.2 ;    -1.5 ;    -4.6 ;    -8.7 ;   -24.2 ;   -46.8 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;   10.0 ;   241.7 ;     0.1 ;    -0.2 ;    -1.4 ;    -4.4 ;    -8.1 ;   -22.3 ;   -40.6 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;   10.0 ;   257.8 ;     0.1 ;    -0.2 ;    -1.3 ;    -4.1 ;    -7.6 ;   -20.7 ;   -35.2 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;   10.0 ;   273.9 ;     0.1 ;    -0.1 ;    -1.2 ;    -3.9 ;    -7.1 ;   -19.3 ;   -30.4 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;   10.0 ;   290.1 ;     0.0 ;    -0.1 ;    -1.1 ;    -3.7 ;    -6.8 ;   -18.0 ;   -26.1 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;   10.0 ;   306.2 ;     0.0 ;    -0.1 ;    -1.1 ;    -3.6 ;    -6.4 ;   -16.8 ;   -22.2 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;   10.0 ;   322.3 ;     0.0 ;    -0.1 ;    -1.1 ;    -3.4 ;    -6.1 ;   -15.8 ;   -18.6 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;   10.0 ;   338.4 ;     0.0 ;    -0.1 ;    -1.0 ;    -3.3 ;    -5.8 ;   -14.8 ;   -15.4 ;     0.0 ;     0.0 ;     0.0 ;
   6 ; FURNAS       ;   10.0 ;   354.5 ;    -0.0 ;    -0.1 ;    -1.0 ;    -3.2 ;    -5.5 ;   -14.0 ;   -12.5 ;     0.0 ;     0.0 ;     0.0 ;
